City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
313,nelson bay,85.0,AU,1665343704.0,97.0,-32.7167,152.15,57.0,5.01
314,seinajoki,0.0,FI,1665343704.0,90.0,62.7945,22.8282,44.89,5.75
315,hambantota,13.0,LK,1665343704.0,84.0,6.1241,81.1185,78.12,12.06
316,east london,56.0,ZA,1665343705.0,72.0,-33.0153,27.9116,67.68,5.3
317,harnosand,100.0,SE,1665343705.0,70.0,62.6323,17.9379,51.01,9.66
318,lexington,0.0,US,1665343126.0,31.0,37.9887,-84.4777,64.29,5.75
319,shevchenkove,100.0,UA,1665343705.0,70.0,49.6959,37.1735,59.13,4.59
320,jahangirpur,100.0,IN,1665343706.0,95.0,28.1833,77.7167,70.9,9.93
321,tasiilaq,100.0,GL,1665343706.0,91.0,65.6145,-37.6368,32.16,6.96
322,mount isa,0.0,AU,1665343707.0,32.0,-20.7333,139.5,65.97,6.91
323,pacific grove,100.0,US,1665343707.0,86.0,36.6177,-121.9166,68.81,6.91
324,cururupu,11.0,BR,1665343708.0,57.0,-1.8283,-44.8683,85.96,8.5
325,caravelas,0.0,BR,1665343713.0,64.0,-17.7125,-39.2481,80.71,10.22
326,kerema,100.0,PG,1665343713.0,88.0,-7.9631,145.7785,77.9,5.44
327,skegness,100.0,GB,1665343714.0,58.0,53.1436,0.3363,55.42,20.24
328,kulhudhuffushi,86.0,MV,1665343714.0,82.0,6.6221,73.07,80.38,14.07
329,chikmagalur,100.0,IN,1665343715.0,92.0,13.3167,75.7833,67.33,2.19
330,shakawe,0.0,BW,1665343715.0,15.0,-18.3667,21.85,74.55,6.58
331,maningrida,34.0,AU,1665343715.0,74.0,-12.0667,134.2667,78.12,7.23
332,vostok,100.0,RU,1665343716.0,78.0,46.4856,135.8833,35.67,4.07
333,soyo,1.0,AO,1665343716.0,86.0,-6.1349,12.3689,76.73,12.33
334,nauta,79.0,PE,1665343716.0,38.0,-4.5061,-73.5757,94.21,4.0
335,seoul,75.0,KR,1665343427.0,76.0,37.5683,126.9778,53.04,6.91
336,kopavogur,75.0,IS,1665343717.0,60.0,64.1123,-21.913,39.42,28.77
337,andros town,17.0,BS,1665343717.0,67.0,24.7,-77.7667,85.96,13.62
338,beidao,100.0,CN,1665343717.0,52.0,34.5686,105.8933,41.25,3.24
339,ngunguru,93.0,NZ,1665343718.0,71.0,-35.6167,174.5,58.64,11.39
340,djambala,100.0,CG,1665343718.0,82.0,-2.5447,14.7533,68.27,4.12
341,berlevag,75.0,NO,1665343718.0,81.0,70.8578,29.0864,44.6,26.46
342,muzhi,86.0,RU,1665343718.0,88.0,65.3667,64.6667,43.11,8.97
343,saquarema,100.0,BR,1665343719.0,85.0,-22.92,-42.5103,78.84,6.73
344,quepos,100.0,CR,1665343719.0,84.0,9.4236,-84.1652,77.23,6.91
345,las colinas,66.0,PA,1665343720.0,81.0,8.55,-80.0833,79.74,11.07
346,ringebu,100.0,NO,1665343720.0,92.0,61.5167,10.1667,42.24,9.46
347,tual,100.0,ID,1665343720.0,75.0,-5.6667,132.75,83.21,15.14
348,necochea,5.0,AR,1665343721.0,48.0,-38.5473,-58.7368,54.14,11.32
349,bubaque,73.0,GW,1665343721.0,73.0,11.2833,-15.8333,81.7,7.25
350,letterkenny,54.0,IE,1665343721.0,79.0,54.95,-7.7333,53.53,7.94
351,chapais,98.0,CA,1665343721.0,87.0,49.7834,-74.8492,37.18,11.97
352,chara,100.0,RU,1665343722.0,70.0,56.9064,118.2631,28.94,1.1
353,nara,93.0,JP,1665343645.0,96.0,34.6851,135.8049,64.71,6.98
354,grand-santi,97.0,GF,1665343722.0,48.0,4.25,-54.3833,89.44,1.68
355,kalianget,100.0,ID,1665343723.0,76.0,-7.05,113.9333,81.63,1.41
356,cockburn town,1.0,TC,1665343619.0,77.0,21.4612,-71.1419,82.44,16.44
357,oranjemund,95.0,,1665343723.0,83.0,-28.55,16.4333,60.01,9.4
358,san jose,20.0,US,1665343538.0,62.0,37.3394,-121.895,79.45,4.61
359,viedma,3.0,AR,1665343724.0,22.0,-40.8135,-62.9967,64.89,8.68
360,bashtanka,100.0,UA,1665343724.0,62.0,47.4072,32.4387,58.14,10.09
361,zhangye,100.0,CN,1665343724.0,22.0,38.9342,100.4517,41.5,3.2
362,rojhan,0.0,PK,1665343725.0,33.0,28.6868,69.9534,81.5,5.12
363,cayenne,69.0,GF,1665343725.0,74.0,4.9333,-52.3333,84.24,11.5
364,onega,55.0,RU,1665343725.0,84.0,63.9061,38.1404,42.96,12.24
365,sao gabriel da cachoeira,20.0,BR,1665343726.0,70.0,-0.1303,-67.0892,87.6,4.61
366,hami,0.0,CN,1665343726.0,18.0,42.8,93.45,53.4,3.31
367,laredo,75.0,US,1665343442.0,57.0,27.5064,-99.5075,82.69,0.0
368,isangel,37.0,VU,1665343727.0,80.0,-19.55,169.2667,75.42,17.65
369,solton,9.0,RU,1665343732.0,64.0,52.8429,86.4787,46.69,7.92
370,alofi,100.0,NU,1665343732.0,88.0,-19.0595,-169.9187,75.09,12.66
371,port lincoln,100.0,AU,1665343733.0,77.0,-34.7333,135.8667,55.56,15.41
372,kasempa,22.0,ZM,1665343733.0,27.0,-13.4584,25.8338,68.5,4.68
373,buin,0.0,CL,1665343733.0,19.0,-33.7333,-70.75,80.92,3.91
374,kodinsk,83.0,RU,1665343734.0,92.0,58.6881,99.1844,36.5,2.82
375,ostrovnoy,75.0,RU,1665343734.0,84.0,68.0531,39.5131,40.62,17.4
376,caucaia,75.0,BR,1665343734.0,80.0,-3.7361,-38.6531,82.35,17.27
377,lobatse,0.0,BW,1665343735.0,16.0,-25.2167,25.6667,75.22,2.46
378,el fuerte,0.0,MX,1665343735.0,29.0,26.4189,-108.6194,91.49,5.06
379,marzuq,3.0,YE,1665343735.0,58.0,14.4,46.4667,73.08,4.5
380,toora-khem,77.0,RU,1665343735.0,96.0,52.4675,96.11,21.02,1.07
381,bilaspur,67.0,IN,1665343736.0,93.0,22.0833,82.15,74.14,5.14
382,peniche,100.0,PT,1665343736.0,88.0,39.3558,-9.3811,64.29,4.85
383,uberlandia,20.0,BR,1665343737.0,50.0,-18.9186,-48.2772,81.61,12.66
384,vigrestad,98.0,NO,1665343737.0,83.0,58.5667,5.7,54.25,24.2
385,monrovia,13.0,LR,1665343737.0,85.0,6.3005,-10.7969,80.37,6.15
386,luau,0.0,AO,1665343738.0,22.0,-10.7073,22.2247,70.57,3.38
387,bonthe,81.0,SL,1665343738.0,85.0,7.5264,-12.505,78.26,5.44
388,madiun,100.0,ID,1665343739.0,87.0,-7.6298,111.5239,76.8,3.04
389,lasa,100.0,IT,1665343739.0,97.0,46.6166,10.7002,56.28,3.94
390,dongsheng,0.0,CN,1665343739.0,31.0,39.8161,109.9776,31.06,8.39
391,sechura,100.0,PE,1665343739.0,58.0,-5.5569,-80.8222,75.92,15.55
392,kamaishi,100.0,JP,1665343740.0,97.0,39.2667,141.8833,64.45,17.87
393,torbay,20.0,CA,1665343740.0,67.0,47.6666,-52.7314,57.58,14.97
394,port hedland,8.0,AU,1665343740.0,100.0,-20.3167,118.5667,68.05,9.22
395,barmer,85.0,IN,1665343741.0,33.0,25.75,71.3833,84.51,7.99
396,saint-augustin,100.0,CA,1665343741.0,58.0,51.226,-58.6502,45.46,14.63
397,alugan,99.0,PH,1665343742.0,86.0,12.2188,125.4808,79.14,6.87
398,sibut,93.0,CF,1665343742.0,94.0,5.718,19.0739,71.29,2.57
399,rio negrinho,98.0,BR,1665343742.0,64.0,-26.2544,-49.5183,58.95,6.49
400,coolum beach,100.0,AU,1665343743.0,96.0,-26.5333,153.1,66.11,17.34
401,bac ninh,100.0,VN,1665343743.0,64.0,21.1833,106.05,73.49,16.11
402,ketchikan,100.0,US,1665343743.0,94.0,55.3422,-131.6461,57.18,17.27
403,ballina,98.0,AU,1665343639.0,99.0,-28.8667,153.5667,59.02,12.06
404,kailua,100.0,US,1665343676.0,74.0,21.4022,-157.7394,82.9,1.01
405,satun,100.0,TH,1665343744.0,94.0,6.8333,100.0,73.4,1.95
406,guapore,100.0,BR,1665343744.0,80.0,-28.8456,-51.8903,53.71,1.97
407,kathu,100.0,TH,1665343744.0,87.0,7.9178,98.3332,83.75,4.38
408,maragogi,100.0,BR,1665343745.0,75.0,-9.0122,-35.2225,79.9,9.62
409,nepa nagar,100.0,IN,1665343745.0,86.0,21.4667,76.4,76.78,1.9
410,koumac,31.0,NC,1665343746.0,81.0,-20.5667,164.2833,73.56,4.45
411,yulara,6.0,AU,1665343746.0,25.0,-25.2406,130.9889,58.69,8.03
412,uyuni,0.0,BO,1665343746.0,7.0,-20.4597,-66.825,59.9,18.86
413,takoradi,23.0,GH,1665343747.0,88.0,4.8845,-1.7554,77.09,7.05
414,nome,100.0,US,1665343747.0,65.0,64.5011,-165.4064,32.07,4.61
415,qaqortoq,100.0,GL,1665343747.0,90.0,60.7167,-46.0333,34.56,17.87
416,ahuimanu,75.0,US,1665343748.0,67.0,21.4447,-157.8378,82.62,3.0
417,kloulklubed,99.0,PW,1665343748.0,61.0,7.0419,134.2556,84.43,7.02
418,whitehorse,100.0,CA,1665343753.0,56.0,60.7161,-135.0538,59.77,26.46
419,agde,40.0,FR,1665343754.0,95.0,43.3108,3.4758,66.94,6.91
420,castro-urdiales,100.0,ES,1665343754.0,84.0,43.3829,-3.2204,69.24,5.44
421,barras,26.0,BR,1665343738.0,14.0,-4.2444,-42.2944,104.81,9.53
422,indian head,0.0,US,1665343680.0,37.0,38.6001,-77.1622,68.16,10.36
423,santa maria,40.0,BR,1665343755.0,41.0,-29.6842,-53.8069,60.1,3.44
424,amapa,74.0,BR,1665343755.0,55.0,1.0,-52.0,87.42,10.22
425,alekseyevsk,100.0,RU,1665343756.0,79.0,57.8406,108.3492,34.77,5.82
426,lucapa,5.0,AO,1665343756.0,54.0,-8.4192,20.7447,70.54,2.68
427,cravo norte,100.0,CO,1665343756.0,67.0,6.3017,-70.2041,83.61,7.47
428,wad madani,39.0,SD,1665343757.0,55.0,14.4012,33.5199,84.4,11.99
429,plomarion,100.0,GR,1665343757.0,61.0,38.9767,26.3681,69.76,6.89
430,aksarka,100.0,RU,1665343757.0,92.0,66.5606,67.7975,42.98,13.44
431,bukama,4.0,CD,1665343758.0,19.0,-9.2,25.85,79.23,2.8
432,rongcheng,11.0,CN,1665343758.0,68.0,30.634,117.8517,48.52,1.32
433,aitape,99.0,PG,1665343758.0,86.0,-3.1374,142.3475,78.01,3.24
434,toyo,69.0,PH,1665343758.0,92.0,10.7333,125.0167,75.72,2.24
435,vikulovo,19.0,RU,1665343759.0,82.0,56.8167,70.6107,40.1,8.28
436,usogorsk,100.0,RU,1665343759.0,87.0,63.4106,48.6872,44.22,6.98
437,los llanos de aridane,75.0,ES,1665343759.0,83.0,28.6585,-17.9182,69.55,13.8
438,ulaangom,12.0,MN,1665343760.0,48.0,49.9811,92.0667,33.35,0.65
439,kahului,40.0,US,1665343760.0,75.0,20.8947,-156.47,84.22,5.75
440,ginda,19.0,IN,1665343760.0,85.0,30.6945,78.4932,57.22,2.39
441,kushima,32.0,JP,1665343761.0,88.0,31.4583,131.2333,68.85,8.5
442,lafiagi,48.0,NG,1665343761.0,87.0,8.8667,5.4167,75.09,4.36
443,arlit,6.0,NE,1665343761.0,12.0,18.7369,7.3853,91.24,16.26
444,zunyi,100.0,CN,1665343762.0,91.0,27.6867,106.9072,52.9,1.14
445,solnechnyy,27.0,RU,1665343762.0,91.0,50.7214,136.6319,32.38,3.0
446,ta khmau,40.0,KH,1665343763.0,89.0,11.4833,104.95,80.65,0.0
447,amarante do maranhao,71.0,BR,1665343763.0,45.0,-5.5667,-46.7422,89.74,10.69
448,santa cruz,40.0,BO,1665343493.0,26.0,-17.8,-63.1667,80.65,17.27
449,filadelfia,0.0,US,1665343625.0,38.0,39.9523,-75.1638,65.75,14.97
450,santa vitoria do palmar,98.0,BR,1665343606.0,51.0,-33.5189,-53.3681,57.33,9.33
451,broken hill,24.0,AU,1665343764.0,45.0,-31.95,141.4333,51.39,7.63
452,hofn,100.0,IS,1665343721.0,69.0,64.2539,-15.2082,40.71,34.63
453,bairnsdale,2.0,AU,1665343764.0,95.0,-37.8333,147.6167,39.06,4.88
454,danbury,0.0,US,1665343180.0,49.0,41.3948,-73.454,64.51,10.36
455,barvinkove,100.0,UA,1665343765.0,70.0,48.9097,37.0205,60.89,2.46
456,grand gaube,89.0,MU,1665343765.0,70.0,-20.0064,57.6608,72.37,7.0
457,olafsvik,75.0,IS,1665343766.0,71.0,64.8945,-23.7142,37.63,27.0
458,nhulunbuy,91.0,AU,1665343766.0,94.0,-12.2333,136.7667,77.61,5.75
459,gewane,62.0,ET,1665343766.0,31.0,10.1664,40.6453,89.26,9.78
460,iskateley,100.0,RU,1665343767.0,81.0,67.6803,53.1512,43.66,15.64
461,lampang,100.0,TH,1665343767.0,97.0,18.3333,99.5,73.13,2.04
462,lagos,100.0,NG,1665343767.0,84.0,6.5833,3.75,79.12,1.88
463,gambela,100.0,ET,1665343768.0,91.0,8.25,34.5833,71.19,2.42
464,san policarpo,98.0,PH,1665343773.0,86.0,12.1791,125.5072,79.18,7.23
465,taft,0.0,IR,1665343773.0,18.0,31.7471,54.2088,62.55,4.61
466,haines junction,100.0,CA,1665343773.0,81.0,60.7522,-137.5108,49.95,9.22
467,ambanja,100.0,MG,1665343774.0,72.0,-13.6833,48.45,75.2,1.19
468,samarai,24.0,PG,1665343774.0,79.0,-10.6167,150.6667,81.07,10.2
469,massaguet,22.0,TD,1665343774.0,22.0,12.4755,15.4365,91.6,5.97
470,saint-georges,75.0,GD,1665343775.0,83.0,12.0564,-61.7485,82.08,9.22
471,dunedin,100.0,NZ,1665343775.0,73.0,-45.8742,170.5036,49.41,5.21
472,nehe,10.0,CN,1665343775.0,57.0,48.4833,124.8333,29.25,9.57
473,agadir,4.0,MA,1665343708.0,75.0,30.4202,-9.5982,72.05,2.39
474,gamba,78.0,GA,1665343776.0,89.0,-2.65,10.0,76.86,6.58
475,dallas,40.0,US,1665343510.0,43.0,32.7668,-96.7836,83.71,3.0
476,pecos,0.0,US,1665343682.0,53.0,31.4229,-103.4932,72.86,3.44
477,ossora,100.0,RU,1665343776.0,65.0,59.2353,163.0719,34.66,6.69
478,charlestown,91.0,AU,1665343710.0,94.0,-32.95,151.6667,52.68,1.01
479,vila velha,0.0,BR,1665343777.0,69.0,-20.3297,-40.2925,82.35,17.27
480,sept-iles,100.0,CA,1665343508.0,90.0,50.2001,-66.3821,43.23,13.8
481,brandon,100.0,US,1665343579.0,69.0,27.9378,-82.2859,89.2,8.05
482,galeana,91.0,MX,1665343777.0,74.0,24.8333,-100.0667,61.72,7.02
483,tete,0.0,MZ,1665343778.0,31.0,-16.1564,33.5867,89.69,8.05
484,kota bahru,20.0,MY,1665343778.0,94.0,6.1333,102.2386,75.15,2.3
485,longyearbyen,75.0,SJ,1665343778.0,75.0,78.2186,15.6401,37.24,18.41
486,gweta,0.0,BW,1665343779.0,11.0,-20.1833,25.2333,76.32,4.25
487,kaka,0.0,TM,1665343779.0,21.0,37.3482,59.6143,63.57,7.07
488,sedan,8.0,FR,1665343779.0,81.0,49.6667,5.0,48.16,5.5
489,nioki,24.0,CD,1665343779.0,90.0,-2.7167,17.6833,71.78,1.81
490,wenceslau braz,100.0,BR,1665343780.0,56.0,-23.8739,-49.8028,77.31,2.37
491,mayo,0.0,US,1665343780.0,41.0,38.8876,-76.5119,66.07,5.75
492,nizhniy kuranakh,100.0,RU,1665343781.0,93.0,58.8353,125.4869,29.39,9.78
493,chor,1.0,PK,1665343781.0,25.0,25.5167,69.7667,88.99,8.52
494,amazar,100.0,RU,1665343782.0,72.0,53.858,120.875,28.38,3.44
495,weiser,0.0,US,1665343782.0,35.0,44.251,-116.9693,73.31,0.81
496,brus laguna,100.0,HN,1665343782.0,95.0,15.75,-84.4833,78.75,5.97
497,vila,100.0,PT,1665343782.0,88.0,42.0304,-8.1588,52.7,3.91
498,kuusamo,0.0,FI,1665343762.0,87.0,65.9667,29.1833,37.44,9.22
499,port augusta,100.0,AU,1665343783.0,48.0,-32.5,137.7667,52.16,3.27
500,dehui,100.0,CN,1665343783.0,93.0,44.5333,125.7,45.28,14.94
501,nemuro,100.0,JP,1665343784.0,71.0,43.3236,145.575,56.75,22.19
502,bani walid,0.0,LY,1665343784.0,43.0,31.7566,13.9942,75.04,12.41
503,menongue,82.0,AO,1665343784.0,20.0,-14.6585,17.691,71.35,5.35
504,nurota,0.0,UZ,1665343785.0,33.0,40.5614,65.6886,52.5,11.16
505,fukue,100.0,JP,1665343785.0,71.0,32.6881,128.8419,66.25,27.2
506,opuwo,5.0,,1665343785.0,14.0,-18.0607,13.84,79.07,2.59
507,bichena,66.0,ET,1665343786.0,76.0,10.45,38.2,54.46,1.43
508,zhuanghe,91.0,CN,1665343786.0,60.0,39.7008,122.9911,41.7,18.34
509,kamenka,100.0,RU,1665343786.0,67.0,51.3223,42.7678,53.17,8.55
510,grindavik,75.0,IS,1665343792.0,70.0,63.8424,-22.4338,39.67,24.16
511,carutapera,29.0,BR,1665343792.0,84.0,-1.195,-46.02,80.64,9.26
512,muhos,6.0,FI,1665343792.0,92.0,64.808,25.9931,42.89,7.52
513,paamiut,100.0,GL,1665343793.0,93.0,61.994,-49.6678,38.1,21.5
514,margate,100.0,GB,1665343756.0,77.0,51.3813,1.3862,60.91,5.01
515,werota,5.0,ET,1665343793.0,84.0,11.9167,37.7,60.57,2.51
516,luganville,9.0,VU,1665343793.0,83.0,-15.5333,167.1667,77.83,6.73
517,dongning,100.0,CN,1665343794.0,83.0,44.0622,131.1207,42.67,6.87
518,ullapool,69.0,GB,1665343794.0,76.0,57.8987,-5.1604,51.35,16.24
519,bandarbeyla,81.0,SO,1665343523.0,88.0,9.4942,50.8122,77.52,13.24
520,fare,4.0,PF,1665343794.0,74.0,-16.7,-151.0167,78.31,17.22
521,stolin,13.0,BY,1665343795.0,81.0,51.8912,26.846,45.95,6.53
522,pacasmayo,68.0,PE,1665343795.0,71.0,-7.4006,-79.5714,68.7,13.29
523,swan hill,6.0,AU,1665343795.0,85.0,-35.3378,143.5544,41.02,4.21
524,panama,87.0,PA,1665343611.0,66.0,9.0,-80.0,83.66,9.17
525,tshikapa,45.0,CD,1665343796.0,66.0,-6.4167,20.8,74.53,0.58
526,merauke,100.0,ID,1665343796.0,89.0,-8.4667,140.3333,78.51,10.31
527,aswan,0.0,EG,1665343796.0,27.0,24.0934,32.907,82.42,17.54
528,ponca city,0.0,US,1665343672.0,47.0,36.707,-97.0856,78.94,12.66
529,bay roberts,0.0,CA,1665343797.0,67.0,47.5999,-53.2648,58.33,8.01
530,tula,100.0,RU,1665343797.0,86.0,54.2044,37.6111,53.6,5.35
531,redlands,20.0,US,1665343787.0,42.0,34.0556,-117.1825,91.11,4.61
532,cristobal obregon,100.0,MX,1665343798.0,75.0,16.35,-93.5333,76.95,9.06
533,saint anthony,75.0,US,1665343798.0,41.0,45.0205,-93.218,69.66,3.44
534,nabire,100.0,ID,1665343798.0,95.0,-3.3667,135.4833,75.2,3.96
535,charters towers,1.0,AU,1665343799.0,90.0,-20.1,146.2667,67.14,7.0
536,katherine,79.0,AU,1665343799.0,73.0,-14.4667,132.2667,75.52,4.61
537,san felipe,100.0,VE,1665343799.0,81.0,10.3399,-68.7425,78.1,4.68
538,port antonio,27.0,JM,1665343800.0,68.0,18.18,-76.4612,91.0,12.57
539,norsup,25.0,VU,1665343800.0,84.0,-16.0667,167.3833,77.88,11.3
540,rochegda,8.0,RU,1665343800.0,88.0,62.8,43.25,41.54,6.17
541,aripuana,77.0,BR,1665343801.0,33.0,-9.1667,-60.6333,95.5,2.93
542,lotoshino,100.0,RU,1665343801.0,94.0,56.2267,35.6414,45.75,5.88
543,mikkeli,0.0,FI,1665343801.0,87.0,61.6886,27.2723,41.11,4.61
544,dinga,0.0,PK,1665343801.0,63.0,32.6398,73.722,74.05,5.66
545,krasnyy chikoy,9.0,RU,1665343802.0,58.0,50.3643,108.7512,26.38,3.38
546,saint-francois,0.0,FR,1665343802.0,94.0,46.4154,3.9054,53.67,3.44
547,haimen,100.0,CN,1665343803.0,66.0,23.1935,116.6142,69.69,15.97
548,marfino,100.0,RU,1665343803.0,86.0,55.7028,37.3822,51.1,6.71
549,twentynine palms,0.0,US,1665343803.0,30.0,34.1356,-116.0542,88.05,7.4
550,kirkenes,0.0,NO,1665343804.0,70.0,69.7271,30.0458,44.82,20.71
551,macas,40.0,EC,1665343804.0,42.0,-2.3167,-78.1167,85.75,3.44
552,chancay,76.0,PE,1665343804.0,76.0,-11.5714,-77.2672,64.85,9.26
553,tabuk,10.0,PH,1665343805.0,91.0,17.4189,121.4443,71.02,2.91
554,taree,94.0,AU,1665343805.0,85.0,-31.9,152.4667,54.1,1.9
555,kingman,0.0,US,1665343547.0,36.0,35.1894,-114.053,80.19,5.99
556,mikhaylovka,100.0,RU,1665343805.0,63.0,50.06,43.2379,53.78,9.78
557,havelock,0.0,US,1665343582.0,52.0,34.8791,-76.9013,71.58,6.91
558,southbridge,18.0,US,1665343811.0,54.0,42.0751,-72.0334,62.37,5.01
559,yerbogachen,98.0,RU,1665343811.0,92.0,61.2767,108.0108,35.53,9.75
560,mehamn,75.0,NO,1665343812.0,81.0,71.0357,27.8492,44.55,20.71
561,tarancon,8.0,ES,1665343812.0,41.0,40.0085,-3.0073,65.77,1.81
562,kutum,93.0,SD,1665343813.0,22.0,14.2,24.6667,79.05,7.92
563,bambanglipuro,31.0,ID,1665343813.0,90.0,-7.95,110.2833,76.15,1.34
564,surt,0.0,LY,1665343814.0,62.0,31.2089,16.5887,74.07,10.83
